Conditionnement;Trafic;Sens;Port;Opérateur;Unité;Sous_Catégorie;Mois;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
Divers Conventionnel;Bois de sciage;Import;Casablanca;SOMAPORT;Tonne;Bois & dérivés;octobre;;;;;;;;;;;;;;;;9818;
Divers Conventionnel;Bois de sciage;Import;Casablanca;SOMAPORT;Tonne;Bois & dérivés;novembre;;;;;;;;;;;;;;;;31903;
Divers Conventionnel;Bois de sciage;Import;Casablanca;SOMAPORT;Tonne;Bois & dérivés;décembre;;;;;;;;;;;;;;;;4972;
Divers Conventionnel;Bois de sciage;Import;Casablanca;SOMAPORT;Tonne;Bois & dérivés;janvier;;;;;;;;;;;;;;;;;23038
Divers Conventionnel;Bois de sciage;Import;Casablanca;SOMAPORT;Tonne;Bois & dérivés;février;;;;;;;;;;;;;;;;;20664
Divers Conventionnel;Bois de sciage;Import;Casablanca;SOMAPORT;Tonne;Bois & dérivés;mars;;;;;;;;;;;;;;;;;13540
Divers Conventionnel;Bois de sciage;Import;Casablanca;SOMAPORT;Tonne;Bois & dérivés;avril;;;;;;;;;;;;;;;;;31388
Divers Conventionnel;Bois de sciage;Import;Casablanca;SOMAPORT;Tonne;Bois & dérivés;mai;;;;;;;;;;;;;;;;;17991
Divers Conventionnel;Bois de sciage;Import;Casablanca;SOMAPORT;Tonne;Bois & dérivés;juin;;;;;;;;;;;;;;;;;8727
Divers Conventionnel;Bois de sciage;Import;Casablanca;SOMAPORT;Tonne;Bois & dérivés;juillet;;;;;;;;;;;;;;;;;13834
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Autres;janvier;;;;;;;2545;;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Autres;février;;;;;;;2545;;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Autres;avril;;;;;;;2534;;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Autres;mai;;;;;;;2550;;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Autres;juin;;;;;;;2250;;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Autres;juillet;;;;;;;2250;;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Autres;août;;;;;;;2250;;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Autres;septembre;;;;;;;2500;;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Autres;octobre;;;;;;;2550;;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Autres;novembre;;;;;;;2550;;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;décembre;;;;;;;2550;;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;janvier;;;;;;;;2550;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;février;;;;;;;;2550;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;mars;;;;;;;;2557;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;avril;;;;;;;;2300;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;2556;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;juin;;;;;;;;2750;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;juillet;;;;;;;;2700;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;août;;;;;;;;1800;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;septembre;;;;;;;;2700;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;novembre;;;;;;;;2600;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;décembre;;;;;;;;2700;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;janvier;;;;;;;;;2700;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;février;;;;;;;;;2700;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;mars;;;;;;;;;2700;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;avril;;;;;;;;;2700;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;;2700;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;juin;;;;;;;;;2700;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;juillet;;;;;;;;;2700;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;septembre;;;;;;;;;2600;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;novembre;;;;;;;;;2700;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;décembre;;;;;;;;;2700;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;janvier;;;;;;;;;;2700;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;mars;;;;;;;;;;5400;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;;;5500;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;juillet;;;;;;;;;;2750;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;août;;;;;;;;;;2750;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;septembre;;;;;;;;;;2750;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;novembre;;;;;;;;;;2750;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;janvier;;;;;;;;;;;2750;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;février;;;;;;;;;;;2750;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;mars;;;;;;;;;;;2750;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;avril;;;;;;;;;;;2750;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;;;;2750;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;juillet;;;;;;;;;;;2750;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;août;;;;;;;;;;;2750;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;septembre;;;;;;;;;;;2750;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;octobre;;;;;;;;;;;2750;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;décembre;;;;;;;;;;;2585;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;janvier;;;;;;;;;;;;2750;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;février;;;;;;;;;;;;2750;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;mars;;;;;;;;;;;;2750;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;;;;;2750;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;juin;;;;;;;;;;;;2750;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;juillet;;;;;;;;;;;;2750;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;août;;;;;;;;;;;;2750;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;septembre;;;;;;;;;;;;2750;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;octobre;;;;;;;;;;;;2750;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;décembre;;;;;;;;;;;;2750;;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;janvier;;;;;;;;;;;;;2750;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;mars;;;;;;;;;;;;;2750;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;avril;;;;;;;;;;;;;2750;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;;;;;;2750;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;juin;;;;;;;;;;;;;2750;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;juillet;;;;;;;;;;;;;2750;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;septembre;;;;;;;;;;;;;2750;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;octobre;;;;;;;;;;;;;2750;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;décembre;;;;;;;;;;;;;2750;;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;janvier;;;;;;;;;;;;;;2400;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;mars;;;;;;;;;;;;;;2750;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;avril;;;;;;;;;;;;;;2750;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;;;;;;;2750;;;
Divers Conventionnel;Ciment en sacs;Import;Casablanca;CIMENT BLANC DU MAROC;Tonne;Big Bag & sacherie Divers;juin;;;;;;;;;;;;;;2750;;;
Divers Conventionnel;Ciment en sacs;Export;Agadir;Marsa Maroc;Tonne;Big Bag & sacherie Divers;décembre;;;;;;6000;;;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Agadir;Marsa Maroc;Tonne;Big Bag & sacherie Divers;octobre;;;;;;;;9000;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Agadir;Marsa Maroc;Tonne;Big Bag & sacherie Divers;janvier;;;;3300;;;;;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Agadir;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juin;;;;3810;;;;;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Agadir;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juin;;;;;2348;;;;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;février;;;;;;;;;23594;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mars;;;;;;;;;47800;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;avril;;;;;;;;;31782;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;;33721;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juin;;;;;;;;;28123;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juillet;;;;;;;;;39241;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;août;;;;;;;;;44458;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;septembre;;;;;;;;;12533;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;octobre;;;;;;;;;28821;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;novembre;;;;;;;;;735;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;décembre;;;;;;;;;25567;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;janvier;;;;;;;;;;15505;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;février;;;;;;;;;;14939;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mars;;;;;;;;;;43058;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;avril;;;;;;;;;;30383;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;;;36377;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juin;;;;;;;;;;34422;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;août;;;;;;;;;;14211;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;septembre;;;;;;;;;;26766;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;octobre;;;;;;;;;;11530;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;décembre;;;;;;;;;;23489;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;janvier;;;;;;;;;;;28800;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;février;;;;;;;;;;;16086;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;avril;;;;;;;;;;;17840;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;;;;30928;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juin;;;;;;;;;;;30597;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juillet;;;;;;;;;;;15400;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;novembre;;;;;;;;;;;9550;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;décembre;;;;;;;;;;;8023;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;janvier;;;;;;;;;;;;8540;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mars;;;;;;;;;;;;32365;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;avril;;;;;;;;;;;;15861;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;;;;;8011;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juin;;;;;;;;;;;;10041;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juillet;;;;;;;;;;;;8014;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;septembre;;;;;;;;;;;;7309;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;octobre;;;;;;;;;;;;11680;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;novembre;;;;;;;;;;;;4686;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;décembre;;;;;;;;;;;;7887;;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;février;;;;;;;;;;;;;5876;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mars;;;;;;;;;;;;;10841;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;avril;;;;;;;;;;;;;6716;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;;;;;;4808;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juin;;;;;;;;;;;;;17299;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;août;;;;;;;;;;;;;200;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;octobre;;;;;;;;;;;;;9231;;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;janvier;;;;;;;;;;;;;;10519;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;février;;;;;;;;;;;;;;14385;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mars;;;;;;;;;;;;;;22323;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;avril;;;;;;;;;;;;;;22040;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juin;;;;;;;;;;;;;;2006;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juillet;;;;;;;;;;;;;;8712;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;août;;;;;;;;;;;;;;2006;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;novembre;;;;;;;;;;;;;;9310;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;décembre;;;;;;;;;;;;;;5904;;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;janvier;;;;;;;;;;;;;;;5866;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;février;;;;;;;;;;;;;;;2809;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;;;;;;;;2809;;
Divers Conventionnel;Ciment en sacs;Export;Casablanca;Marsa Maroc;Tonne;Big Bag & sacherie Divers;août;;;;;;;;;;;;;;;2809;;
Divers Conventionnel;Ciment en sacs;Export;Jorf Lasfar;Marsa Maroc;Tonne;Big Bag & sacherie Divers;janvier;;;3600;;;;;;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Jorf Lasfar;Marsa Maroc;Tonne;Big Bag & sacherie Divers;février;;;;;;;;5617;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Jorf Lasfar;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mars;;;;;;;;5741;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Jorf Lasfar;Marsa Maroc;Tonne;Big Bag & sacherie Divers;avril;;;;;;;;9656;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Jorf Lasfar;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;15367;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Jorf Lasfar;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juin;;;;;;;;24402;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Jorf Lasfar;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juillet;;;;;;;;20874;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Jorf Lasfar;Marsa Maroc;Tonne;Big Bag & sacherie Divers;août;;;;;;;;24389;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Jorf Lasfar;Marsa Maroc;Tonne;Big Bag & sacherie Divers;septembre;;;;;;;;15078;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Jorf Lasfar;Marsa Maroc;Tonne;Big Bag & sacherie Divers;octobre;;;;;;;;9260;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Export;Jorf Lasfar;Marsa Maroc;Tonne;Big Bag & sacherie Divers;novembre;;;;;;;;9250;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Nador;Marsa Maroc;Tonne;Big Bag & sacherie Divers;septembre;;;;;2200;;;;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Nador;Marsa Maroc;Tonne;Big Bag & sacherie Divers;septembre;;;;;;1000;;;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Nador;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juillet;;;;;;;1651;;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Nador;Marsa Maroc;Tonne;Big Bag & sacherie Divers;octobre;;;;;;;2001;;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Nador;Marsa Maroc;Tonne;Big Bag & sacherie Divers;janvier;;;;;;;;2500;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Nador;Marsa Maroc;Tonne;Big Bag & sacherie Divers;mai;;;;;;;;3000;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Nador;Marsa Maroc;Tonne;Big Bag & sacherie Divers;septembre;;;;;;;;2501;;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Nador;Marsa Maroc;Tonne;Big Bag & sacherie Divers;février;;;;;;;;;2501;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Nador;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juin;;;;;;;;;2759;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Nador;Marsa Maroc;Tonne;Big Bag & sacherie Divers;septembre;;;;;;;;;2752;;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Nador;Marsa Maroc;Tonne;Big Bag & sacherie Divers;février;;;;;;;;;;2753;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Nador;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juin;;;;;;;;;;2727;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Nador;Marsa Maroc;Tonne;Big Bag & sacherie Divers;décembre;;;;;;;;;;2766;;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Nador;Marsa Maroc;Tonne;Big Bag & sacherie Divers;juin;;;;;;;;;;;1509;;;;;;
Divers Conventionnel;Ciment en sacs;Import;Nador;Marsa Maroc;Tonne;Big Bag & sacherie Divers;octobre;;;;;;;;;;;2763;;;;;;
