Conditionnement;Trafic;Sens;Port;Opérateur;Unité;Sous_Catégorie;Mois;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;septembre;;;;;;;;;;;;;;;707;;
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;octobre;;;;;;;;;;;;;;;866;;
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;novembre;;;;;;;;;;;;;;;629;;
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;décembre;;;;;;;;;;;;;;;941;;
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;janvier;;;;;;;;;;;;;;;;762;
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;février;;;;;;;;;;;;;;;;496;
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;mars;;;;;;;;;;;;;;;;658;
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;avril;;;;;;;;;;;;;;;;599;
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;mai;;;;;;;;;;;;;;;;591;
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;juin;;;;;;;;;;;;;;;;929;
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;juillet;;;;;;;;;;;;;;;;632;
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;août;;;;;;;;;;;;;;;;496;
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;septembre;;;;;;;;;;;;;;;;340;
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;octobre;;;;;;;;;;;;;;;;341;
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;novembre;;;;;;;;;;;;;;;;267;
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;décembre;;;;;;;;;;;;;;;;304;
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;janvier;;;;;;;;;;;;;;;;;240
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;février;;;;;;;;;;;;;;;;;441
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;mars;;;;;;;;;;;;;;;;;275
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;avril;;;;;;;;;;;;;;;;;444
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;mai;;;;;;;;;;;;;;;;;175
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;juin;;;;;;;;;;;;;;;;;302
Conteneurs;20' Plein;Export;Agadir;Marsa Maroc;Nombre;Conteneurs;juillet;;;;;;;;;;;;;;;;;224
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;janvier;;;283;;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;février;;;182;;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mars;;;168;;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;avril;;;300;;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mai;;;301;;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juin;;;317;;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juillet;;;188;;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;août;;;277;;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;septembre;;;271;;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;octobre;;;304;;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;novembre;;;215;;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;décembre;;;238;;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;janvier;;;;330;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;février;;;;188;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mars;;;;204;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;avril;;;;407;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mai;;;;267;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juin;;;;406;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juillet;;;;307;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;août;;;;436;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;septembre;;;;348;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;octobre;;;;453;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;novembre;;;;241;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;décembre;;;;295;;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;janvier;;;;;140;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;février;;;;;322;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mars;;;;;477;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;avril;;;;;376;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mai;;;;;435;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juin;;;;;406;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juillet;;;;;294;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;août;;;;;413;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;septembre;;;;;229;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;octobre;;;;;420;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;novembre;;;;;511;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;décembre;;;;;561;;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;janvier;;;;;;249;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;février;;;;;;279;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mars;;;;;;510;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;avril;;;;;;468;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mai;;;;;;328;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juin;;;;;;493;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juillet;;;;;;433;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;août;;;;;;377;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;septembre;;;;;;220;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;octobre;;;;;;350;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;novembre;;;;;;549;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;décembre;;;;;;500;;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;janvier;;;;;;;401;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;février;;;;;;;394;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mars;;;;;;;303;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;avril;;;;;;;517;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mai;;;;;;;504;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juin;;;;;;;490;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juillet;;;;;;;405;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;août;;;;;;;333;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;septembre;;;;;;;446;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;octobre;;;;;;;465;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;novembre;;;;;;;508;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;décembre;;;;;;;455;;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;janvier;;;;;;;;347;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;février;;;;;;;;468;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mars;;;;;;;;347;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;avril;;;;;;;;392;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mai;;;;;;;;481;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juin;;;;;;;;469;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juillet;;;;;;;;490;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;août;;;;;;;;471;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;septembre;;;;;;;;367;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;octobre;;;;;;;;479;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;novembre;;;;;;;;502;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;décembre;;;;;;;;605;;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;janvier;;;;;;;;;545;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;février;;;;;;;;;400;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mars;;;;;;;;;527;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;avril;;;;;;;;;680;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mai;;;;;;;;;650;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juin;;;;;;;;;362;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juillet;;;;;;;;;644;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;août;;;;;;;;;500;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;septembre;;;;;;;;;538;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;octobre;;;;;;;;;597;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;novembre;;;;;;;;;492;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;décembre;;;;;;;;;357;;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;janvier;;;;;;;;;;489;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;février;;;;;;;;;;402;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mars;;;;;;;;;;721;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;avril;;;;;;;;;;553;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mai;;;;;;;;;;492;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juin;;;;;;;;;;284;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juillet;;;;;;;;;;391;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;août;;;;;;;;;;446;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;septembre;;;;;;;;;;411;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;octobre;;;;;;;;;;397;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;novembre;;;;;;;;;;352;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;décembre;;;;;;;;;;685;;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;janvier;;;;;;;;;;;465;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;février;;;;;;;;;;;568;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mars;;;;;;;;;;;604;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;avril;;;;;;;;;;;650;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mai;;;;;;;;;;;366;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juin;;;;;;;;;;;467;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juillet;;;;;;;;;;;380;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;août;;;;;;;;;;;246;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;septembre;;;;;;;;;;;366;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;octobre;;;;;;;;;;;298;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;novembre;;;;;;;;;;;613;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;décembre;;;;;;;;;;;583;;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;janvier;;;;;;;;;;;;663;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;février;;;;;;;;;;;;391;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mars;;;;;;;;;;;;959;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;avril;;;;;;;;;;;;640;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mai;;;;;;;;;;;;567;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juin;;;;;;;;;;;;762;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juillet;;;;;;;;;;;;699;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;août;;;;;;;;;;;;575;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;septembre;;;;;;;;;;;;749;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;octobre;;;;;;;;;;;;950;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;novembre;;;;;;;;;;;;1259;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;décembre;;;;;;;;;;;;877;;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;janvier;;;;;;;;;;;;;787;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;février;;;;;;;;;;;;;1074;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mars;;;;;;;;;;;;;1249;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;avril;;;;;;;;;;;;;890;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mai;;;;;;;;;;;;;1069;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juin;;;;;;;;;;;;;780;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juillet;;;;;;;;;;;;;777;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;août;;;;;;;;;;;;;864;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;septembre;;;;;;;;;;;;;829;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;octobre;;;;;;;;;;;;;641;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;novembre;;;;;;;;;;;;;830;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;décembre;;;;;;;;;;;;;815;;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;janvier;;;;;;;;;;;;;;966;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;février;;;;;;;;;;;;;;1082;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mars;;;;;;;;;;;;;;1019;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;avril;;;;;;;;;;;;;;961;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mai;;;;;;;;;;;;;;924;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juin;;;;;;;;;;;;;;460;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juillet;;;;;;;;;;;;;;1021;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;août;;;;;;;;;;;;;;608;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;septembre;;;;;;;;;;;;;;603;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;octobre;;;;;;;;;;;;;;610;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;novembre;;;;;;;;;;;;;;756;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;décembre;;;;;;;;;;;;;;703;;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;janvier;;;;;;;;;;;;;;;853;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;février;;;;;;;;;;;;;;;719;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mars;;;;;;;;;;;;;;;669;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;avril;;;;;;;;;;;;;;;522;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mai;;;;;;;;;;;;;;;638;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juin;;;;;;;;;;;;;;;659;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juillet;;;;;;;;;;;;;;;459;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;août;;;;;;;;;;;;;;;661;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;septembre;;;;;;;;;;;;;;;672;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;octobre;;;;;;;;;;;;;;;842;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;novembre;;;;;;;;;;;;;;;472;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;décembre;;;;;;;;;;;;;;;554;;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;janvier;;;;;;;;;;;;;;;;652;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;février;;;;;;;;;;;;;;;;550;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mars;;;;;;;;;;;;;;;;527;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;avril;;;;;;;;;;;;;;;;603;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mai;;;;;;;;;;;;;;;;716;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juin;;;;;;;;;;;;;;;;600;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juillet;;;;;;;;;;;;;;;;634;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;août;;;;;;;;;;;;;;;;436;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;septembre;;;;;;;;;;;;;;;;242;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;octobre;;;;;;;;;;;;;;;;419;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;novembre;;;;;;;;;;;;;;;;390;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;décembre;;;;;;;;;;;;;;;;358;
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;janvier;;;;;;;;;;;;;;;;;292
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;février;;;;;;;;;;;;;;;;;287
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mars;;;;;;;;;;;;;;;;;330
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;avril;;;;;;;;;;;;;;;;;270
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;mai;;;;;;;;;;;;;;;;;341
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juin;;;;;;;;;;;;;;;;;427
Conteneurs;20' Plein;Import;Agadir;Marsa Maroc;Nombre;Conteneurs;juillet;;;;;;;;;;;;;;;;;381
Conteneurs;20' Plein;Cabotage-Export;Casablanca;Marsa Maroc;Nombre;Conteneurs;janvier;;;;;;;;;;784;;;;;;;
Conteneurs;20' Plein;Cabotage-Export;Casablanca;Marsa Maroc;Nombre;Conteneurs;février;;;;;;;;;;592;;;;;;;
Conteneurs;20' Plein;Cabotage-Export;Casablanca;Marsa Maroc;Nombre;Conteneurs;mars;;;;;;;;;;967;;;;;;;
Conteneurs;20' Plein;Cabotage-Export;Casablanca;Marsa Maroc;Nombre;Conteneurs;avril;;;;;;;;;;637;;;;;;;
Conteneurs;20' Plein;Cabotage-Export;Casablanca;Marsa Maroc;Nombre;Conteneurs;mai;;;;;;;;;;1158;;;;;;;
Conteneurs;20' Plein;Cabotage-Export;Casablanca;Marsa Maroc;Nombre;Conteneurs;juin;;;;;;;;;;899;;;;;;;
Conteneurs;20' Plein;Cabotage-Export;Casablanca;Marsa Maroc;Nombre;Conteneurs;juillet;;;;;;;;;;860;;;;;;;
Conteneurs;20' Plein;Cabotage-Export;Casablanca;Marsa Maroc;Nombre;Conteneurs;août;;;;;;;;;;886;;;;;;;
Conteneurs;20' Plein;Cabotage-Export;Casablanca;Marsa Maroc;Nombre;Conteneurs;septembre;;;;;;;;;;820;;;;;;;
Conteneurs;20' Plein;Cabotage-Export;Casablanca;Marsa Maroc;Nombre;Conteneurs;octobre;;;;;;;;;;726;;;;;;;
Conteneurs;20' Plein;Cabotage-Export;Casablanca;Marsa Maroc;Nombre;Conteneurs;novembre;;;;;;;;;;1238;;;;;;;
Conteneurs;20' Plein;Cabotage-Export;Casablanca;Marsa Maroc;Nombre;Conteneurs;décembre;;;;;;;;;;1315;;;;;;;
Conteneurs;20' Plein;Cabotage-Export;Casablanca;Marsa Maroc;Nombre;Conteneurs;janvier;;;;;;;;;;;905;;;;;;
Conteneurs;20' Plein;Cabotage-Export;Casablanca;Marsa Maroc;Nombre;Conteneurs;février;;;;;;;;;;;817;;;;;;
Conteneurs;20' Plein;Cabotage-Export;Casablanca;Marsa Maroc;Nombre;Conteneurs;mars;;;;;;;;;;;1245;;;;;;
Conteneurs;20' Plein;Cabotage-Export;Casablanca;Marsa Maroc;Nombre;Conteneurs;avril;;;;;;;;;;;1127;;;;;;
Conteneurs;20' Plein;Cabotage-Export;Casablanca;Marsa Maroc;Nombre;Conteneurs;mai;;;;;;;;;;;1179;;;;;;
Conteneurs;20' Plein;Cabotage-Export;Casablanca;Marsa Maroc;Nombre;Conteneurs;juin;;;;;;;;;;;1435;;;;;;
Conteneurs;20' Plein;Cabotage-Export;Casablanca;Marsa Maroc;Nombre;Conteneurs;juillet;;;;;;;;;;;1129;;;;;;
